track_id,class,timestamp_ms,direction,speed_pps
1,car,33.36666666666667,up,33.5075121503465
1,car,66.73333333333333,up,21.192011424172254
1,car,100.1,right,33.50751215034651
1,car,133.46666666666667,down,21.19201142417225
1,car,166.83333333333334,down,14.985014985014981
1,car,200.2,right,14.985014985014994
1,car,233.56666666666663,right,21.192011424172268
1,car,266.93333333333334,right,14.985014985014969
1,car,300.3,up,0.0
1,car,333.6666666666667,down,14.985014985014981
1,car,367.03333333333336,right,14.985014985014981
1,car,400.4,right,14.985014985015008
1,car,433.7666666666667,right,14.985014985014956
1,car,467.1333333333333,down,14.985014985015008
1,car,500.50000000000006,right,14.985014985014956
1,car,533.8666666666667,right,21.19201142417229
1,car,567.2333333333333,up,14.985014985014981
1,car,600.6,right,21.19201142417225
1,car,633.9666666666667,up,0.0
1,car,667.3333333333334,down,21.19201142417225
1,car,700.7,up,14.985014985014981
1,car,734.0666666666667,up,14.985014985014981
1,car,767.4333333333334,down,14.985014985014981
1,car,800.8000000000001,up,29.970029970029962
1,car,834.1666666666667,right,21.19201142417225
1,car,867.5333333333334,right,21.19201142417225
1,car,900.9,right,14.985014985015034
1,car,934.2666666666668,up,14.985014985014931
1,car,967.6333333333332,up,0.0
1,car,1001.0,up,14.985014985014931
1,car,1034.3666666666666,up,0.0
1,car,1067.7333333333331,up,0.0
1,car,1101.1,right,14.985014985014931
1,car,1134.4666666666667,up,14.985014985014931
1,car,1167.8333333333333,down,29.97002997003007
1,car,1201.2,down,14.985014985014931
1,car,1234.5666666666668,up,14.985014985014931
1,car,1267.9333333333334,up,14.985014985015034
1,car,1301.3000000000002,up,29.970029970029863
1,car,1334.6666666666667,up,14.985014985015034
1,car,1368.0333333333335,up,0.0
1,car,1401.4,up,0.0
1,car,1434.7666666666669,up,0.0
1,car,1468.1333333333334,up,0.0
1,car,1501.5,up,0.0
1,car,1534.8666666666668,right,21.19201142417218
1,car,1568.2333333333331,up,0.0
1,car,1601.6,up,21.19201142417218
1,car,1634.9666666666667,right,21.19201142417218
1,car,1668.3333333333337,up,0.0
1,car,1701.7,up,21.192011424172463
1,car,1735.0666666666668,up,0.0
1,car,1768.4333333333336,down,14.985014985014931
1,car,1801.8,up,14.985014985015134
2,car,33.36666666666667,right,33.5075121503465
2,car,66.73333333333333,right,14.985014985014983
2,car,100.1,up,0.0
2,car,133.46666666666667,right,29.970029970029962
2,car,166.83333333333334,up,0.0
2,car,200.2,up,14.985014985014994
2,car,233.56666666666663,down,14.985014985014994
2,car,266.93333333333334,down,14.985014985014969
2,car,300.3,right,14.985014985014981
2,car,333.6666666666667,right,44.95504495504494
2,car,367.03333333333336,right,14.985014985014981
2,car,400.4,right,14.985014985015008
2,car,433.7666666666667,right,29.970029970029913
2,car,467.1333333333333,up,0.0
2,car,500.50000000000006,right,14.985014985014956
2,car,533.8666666666667,right,21.19201142417229
2,car,567.2333333333333,right,14.985014985014981
2,car,600.6,right,14.985014985014981
2,car,633.9666666666667,right,14.985014985014981
2,car,667.3333333333334,down,21.19201142417225
2,car,700.7,right,29.970029970029962
2,car,734.0666666666667,up,0.0
2,car,767.4333333333334,right,14.985014985014981
2,car,800.8000000000001,right,42.3840228483445
2,car,834.1666666666667,up,33.50751215034649
2,car,867.5333333333334,right,44.95504495504494
2,car,900.9,right,14.985014985015034
2,car,934.2666666666668,right,14.985014985014931
2,car,967.6333333333332,down,21.192011424172396
2,car,1001.0,up,0.0
2,car,1034.3666666666666,right,33.50751215034661
2,car,1067.7333333333331,down,21.192011424172325
2,car,1101.1,right,14.985014985014931
2,car,1134.4666666666667,down,29.970029970029863
2,car,1167.8333333333333,right,42.38402284834465
2,car,1201.2,down,14.985014985014931
2,car,1234.5666666666668,right,14.985014985014931
2,car,1267.9333333333334,right,14.985014985015034
2,car,1301.3000000000002,down,67.01502430069276
2,car,1334.6666666666667,down,21.192011424172325
2,car,1368.0333333333335,down,14.985014985014931
2,car,1401.4,right,59.94005994006014
2,car,1434.7666666666669,up,0.0
2,car,1468.1333333333334,right,33.50751215034661
2,car,1501.5,right,14.985014985015034
