timestamp_ms,track_id,class,x_min,y_min,x_max,y_max
166.83333333333334,7,car,708,1445,983,1801
166.83333333333334,8,car,258,1459,521,1859
166.83333333333334,9,car,381,1148,512,1297
166.83333333333334,10,truck,707,1446,985,1799
166.83333333333334,11,car,414,1054,512,1154
166.83333333333334,12,truck,1,1315,225,1673
166.83333333333334,13,car,317,991,398,1071
166.83333333333334,14,car,464,1007,543,1092
166.83333333333334,16,car,647,1250,809,1444
166.83333333333334,17,car,153,1139,308,1325
200.20000000000002,1,car,833,1839,1078,1919
200.20000000000002,2,car,1,1811,87,1919
200.20000000000002,3,bus,584,943,722,1095
200.20000000000002,4,car,276,1054,368,1154
200.20000000000002,5,car,351,1278,521,1490
200.20000000000002,6,truck,1,1315,224,1675
200.20000000000002,7,car,708,1445,983,1801
200.20000000000002,8,car,257,1458,521,1860
200.20000000000002,9,car,380,1150,512,1302
200.20000000000002,11,car,413,1055,514,1157
200.20000000000002,12,bus,1,1316,224,1675
200.20000000000002,13,car,317,993,398,1072
200.20000000000002,14,car,465,1008,543,1092
200.20000000000002,16,car,647,1252,809,1444
200.20000000000002,17,car,152,1139,308,1325
200.20000000000002,31,car,374,930,433,989
233.56666666666666,1,car,834,1840,1078,1919
233.56666666666666,2,car,1,1811,86,1919
233.56666666666666,3,bus,585,943,722,1094
233.56666666666666,4,car,277,1055,368,1156
233.56666666666666,5,car,350,1277,521,1490
233.56666666666666,6,car,1,1317,223,1678
233.56666666666666,7,car,709,1445,984,1801
233.56666666666666,8,car,257,1458,521,1860
233.56666666666666,9,car,380,1151,513,1293
233.56666666666666,11,car,413,1056,513,1156
233.56666666666666,12,bus,1,1318,224,1677
233.56666666666666,13,car,317,994,398,1073
233.56666666666666,14,car,466,1008,543,1091
233.56666666666666,16,car,646,1252,809,1444
233.56666666666666,17,car,148,1142,307,1327
233.56666666666666,31,car,373,924,434,989
233.56666666666666,34,person,552,1213,596,1279
266.93333333333334,1,car,834,1841,1078,1919
266.93333333333334,2,car,0,1811,86,1919
266.93333333333334,3,bus,585,944,721,1094
266.93333333333334,4,car,277,1058,365,1157
266.93333333333334,5,car,350,1278,521,1492
266.93333333333334,6,car,1,1318,222,1681
266.93333333333334,7,car,708,1445,983,1802
266.93333333333334,8,car,257,1461,521,1861
266.93333333333334,9,car,380,1151,513,1286
266.93333333333334,11,car,415,1056,512,1153
266.93333333333334,12,bus,1,1320,223,1681
266.93333333333334,13,car,317,996,399,1074
266.93333333333334,14,car,467,1013,542,1094
266.93333333333334,16,truck,647,1254,810,1444
266.93333333333334,17,car,150,1140,309,1327
266.93333333333334,31,car,374,922,434,991
266.93333333333334,34,person,555,1219,595,1281
300.3,1,car,834,1841,1078,1919
300.3,2,car,0,1812,86,1919
300.3,3,bus,585,945,722,1093
300.3,4,car,277,1061,365,1157
300.3,5,car,350,1279,520,1493
300.3,6,car,1,1319,222,1684
300.3,7,car,708,1445,983,1802
300.3,8,car,257,1463,522,1862
300.3,9,car,382,1151,513,1281
300.3,11,car,416,1057,512,1154
300.3,12,bus,0,1320,223,1684
300.3,13,car,316,996,399,1074
300.3,14,car,467,1015,541,1086
300.3,16,truck,647,1255,810,1444
300.3,17,car,152,1137,310,1327
300.3,31,car,375,925,434,991
300.3,34,person,551,1228,598,1293
300.3,46,truck,1,1318,222,1684
333.6666666666667,1,car,833,1841,1078,1919
333.6666666666667,2,car,0,1815,86,1919
333.6666666666667,3,bus,586,946,723,1094
333.6666666666667,4,car,277,1061,366,1158
333.6666666666667,5,car,350,1279,519,1493
333.6666666666667,6,truck,1,1320,222,1687
333.6666666666667,7,car,709,1446,982,1803
333.6666666666667,8,car,257,1463,523,1863
333.6666666666667,9,car,385,1155,511,1280
333.6666666666667,11,car,417,1056,513,1154
333.6666666666667,12,bus,0,1322,223,1687
333.6666666666667,13,car,315,998,398,1074
333.6666666666667,14,car,469,1012,543,1093
333.6666666666667,16,car,647,1254,810,1445
333.6666666666667,17,car,157,1138,310,1326
333.6666666666667,31,car,372,926,433,992
333.6666666666667,34,person,552,1233,600,1297
333.6666666666667,46,car,1,1321,221,1685
367.03333333333336,1,car,833,1842,1078,1919
367.03333333333336,2,car,0,1816,86,1919
367.03333333333336,3,bus,585,946,723,1098
367.03333333333336,4,car,276,1063,365,1159
367.03333333333336,5,car,351,1281,520,1493
367.03333333333336,7,car,709,1447,983,1803
367.03333333333336,8,car,257,1463,522,1863
367.03333333333336,9,car,380,1156,514,1316
367.03333333333336,11,car,415,1057,514,1159
367.03333333333336,12,bus,0,1323,222,1689
367.03333333333336,13,car,314,998,398,1075
367.03333333333336,14,car,468,1011,543,1095
367.03333333333336,16,truck,648,1254,810,1444
367.03333333333336,17,car,156,1141,310,1327
367.03333333333336,31,car,370,926,432,993
367.03333333333336,34,person,554,1238,599,1301
400.40000000000003,1,car,833,1843,1078,1919
400.40000000000003,2,car,0,1817,86,1919
400.40000000000003,3,bus,584,946,722,1098
400.40000000000003,4,car,274,1062,364,1160
400.40000000000003,5,car,351,1281,520,1493
400.40000000000003,7,car,708,1448,983,1804
400.40000000000003,8,car,257,1461,521,1863
400.40000000000003,9,car,379,1157,513,1326
400.40000000000003,11,car,414,1057,514,1163
400.40000000000003,12,car,1,1323,222,1692
400.40000000000003,13,car,314,998,398,1077
400.40000000000003,14,car,465,1010,542,1099
400.40000000000003,16,truck,648,1253,810,1445
400.40000000000003,17,car,151,1144,309,1327
400.40000000000003,31,car,369,925,431,994
400.40000000000003,34,person,553,1245,602,1320
400.40000000000003,59,car,386,1158,509,1282
400.40000000000003,62,car,647,1253,809,1446
433.7666666666667,1,car,833,1844,1078,1919
433.7666666666667,2,car,0,1819,86,1919
433.7666666666667,3,bus,586,946,722,1096
433.7666666666667,4,car,272,1062,364,1161
433.7666666666667,5,car,350,1280,520,1493
433.7666666666667,7,car,708,1449,985,1803
433.7666666666667,8,car,258,1462,522,1863
433.7666666666667,11,car,414,1057,514,1166
433.7666666666667,12,car,1,1324,221,1695
433.7666666666667,13,car,314,999,396,1078
433.7666666666667,14,car,466,1013,543,1097
433.7666666666667,16,truck,647,1254,809,1445
433.7666666666667,17,car,147,1142,310,1327
433.7666666666667,31,car,369,928,430,994
433.7666666666667,34,person,552,1251,602,1321
433.7666666666667,59,car,386,1160,508,1287
433.7666666666667,62,car,647,1253,808,1447
433.7666666666667,65,person,537,1098,571,1189
433.7666666666667,67,person,556,1309,605,1399
467.1333333333333,1,car,832,1844,1078,1919
467.1333333333333,2,car,0,1819,86,1919
467.1333333333333,3,bus,586,945,722,1093
467.1333333333333,4,car,272,1061,363,1161
467.1333333333333,5,car,350,1280,519,1493
467.1333333333333,7,car,707,1450,986,1803
467.1333333333333,8,car,258,1464,523,1864
467.1333333333333,11,car,414,1059,514,1164
467.1333333333333,12,bus,2,1325,221,1698
467.1333333333333,13,car,314,999,396,1078
467.1333333333333,14,car,467,1015,543,1092
467.1333333333333,16,truck,647,1254,809,1446
467.1333333333333,17,car,146,1145,310,1328
467.1333333333333,31,car,369,931,430,995
467.1333333333333,34,person,552,1256,606,1329
467.1333333333333,59,car,386,1163,508,1288
467.1333333333333,62,car,647,1254,808,1448
467.1333333333333,65,person,538,1116,571,1193
467.1333333333333,67,motorcycle,558,1320,604,1401
467.1333333333333,69,truck,707,1449,985,1802
500.50000000000006,1,car,832,1845,1078,1919
500.50000000000006,2,car,0,1820,86,1919
500.50000000000006,3,bus,586,946,723,1092
500.50000000000006,4,car,272,1061,364,1162
500.50000000000006,5,car,350,1281,520,1493
500.50000000000006,7,car,708,1451,986,1804
500.50000000000006,8,car,258,1465,523,1866
500.50000000000006,11,car,415,1059,514,1161
500.50000000000006,12,bus,1,1327,221,1700
500.50000000000006,13,car,312,1000,394,1078
500.50000000000006,14,car,467,1016,544,1095
500.50000000000006,16,truck,646,1255,809,1446
500.50000000000006,17,car,150,1146,310,1326
500.50000000000006,31,car,368,930,430,997
500.50000000000006,34,person,553,1264,609,1350
500.50000000000006,59,car,386,1163,508,1295
500.50000000000006,62,car,647,1256,808,1448
500.50000000000006,65,car,537,1112,573,1195
500.50000000000006,67,motorcycle,559,1332,605,1418
500.50000000000006,69,truck,707,1450,985,1802
500.50000000000006,74,car,1,1326,220,1700
533.8666666666667,1,car,833,1846,1078,1919
533.8666666666667,2,car,0,1821,87,1919
533.8666666666667,3,bus,586,948,721,1093
533.8666666666667,4,car,273,1063,366,1163
533.8666666666667,5,car,350,1281,519,1493
533.8666666666667,7,car,708,1451,986,1805
533.8666666666667,8,car,257,1465,523,1867
533.8666666666667,11,car,414,1062,514,1161
533.8666666666667,12,bus,0,1328,221,1703
533.8666666666667,13,car,309,1001,393,1079
533.8666666666667,14,car,467,1016,545,1099
533.8666666666667,16,truck,646,1254,809,1446
533.8666666666667,17,car,149,1150,309,1326
533.8666666666667,31,car,367,929,430,999
533.8666666666667,34,person,557,1268,609,1356
533.8666666666667,59,car,386,1163,510,1293
533.8666666666667,62,car,647,1256,808,1448
533.8666666666667,65,person,537,1117,573,1202
533.8666666666667,67,motorcycle,560,1338,604,1425
533.8666666666667,74,car,1,1327,219,1702
533.8666666666667,76,car,646,1153,768,1266
567.2333333333333,1,car,834,1846,1078,1919
567.2333333333333,2,car,0,1822,87,1919
567.2333333333333,3,bus,586,948,720,1093
567.2333333333333,4,car,274,1064,368,1164
567.2333333333333,5,car,351,1280,519,1494
567.2333333333333,7,car,708,1451,987,1805
567.2333333333333,8,car,257,1465,522,1867
567.2333333333333,11,car,414,1064,515,1162
567.2333333333333,12,bus,0,1329,221,1705
567.2333333333333,13,car,310,1001,392,1079
567.2333333333333,14,car,466,1016,545,1101
567.2333333333333,16,truck,646,1254,809,1446
567.2333333333333,17,car,145,1154,308,1327
567.2333333333333,31,car,367,930,430,1000
567.2333333333333,34,person,563,1272,607,1354
567.2333333333333,59,car,384,1162,512,1311
567.2333333333333,62,car,647,1254,808,1448
567.2333333333333,65,person,539,1115,574,1204
567.2333333333333,67,motorcycle,561,1342,607,1434
567.2333333333333,74,car,0,1327,220,1705
567.2333333333333,76,car,647,1154,768,1269
567.2333333333333,80,bus,553,868,618,954
600.6,1,car,835,1847,1078,1919
600.6,2,car,0,1823,87,1919
600.6,3,bus,586,949,720,1094
600.6,4,car,274,1065,370,1164
600.6,5,car,352,1281,519,1493
600.6,7,car,708,1452,987,1806
600.6,8,car,257,1464,521,1868
600.6,11,car,413,1064,515,1163
600.6,12,bus,0,1331,221,1708
600.6,13,car,308,1003,391,1080
600.6,14,car,466,1015,543,1100
600.6,16,truck,646,1254,809,1447
600.6,17,car,143,1155,307,1328
600.6,31,car,367,934,430,1002
600.6,34,person,561,1279,609,1364
600.6,59,car,386,1161,511,1304
600.6,62,car,647,1254,808,1449
600.6,65,person,540,1116,573,1208
600.6,67,motorcycle,563,1351,608,1438
600.6,74,car,0,1329,219,1707
600.6,76,car,648,1153,768,1270
600.6,80,bus,552,866,618,955
633.9666666666667,1,car,835,1847,1078,1919
633.9666666666667,2,car,0,1824,87,1919
633.9666666666667,3,bus,585,950,720,1094
633.9666666666667,4,car,273,1064,370,1164
633.9666666666667,5,car,351,1281,518,1491
633.9666666666667,7,car,708,1452,987,1806
633.9666666666667,8,car,257,1463,521,1868
633.9666666666667,11,car,413,1065,515,1169
633.9666666666667,12,bus,0,1334,220,1711
633.9666666666667,13,car,310,1003,390,1081
633.9666666666667,14,car,466,1016,543,1094
633.9666666666667,16,truck,646,1256,809,1448
633.9666666666667,17,car,142,1154,306,1329
633.9666666666667,31,car,367,934,430,1002
633.9666666666667,34,person,557,1288,611,1374
633.9666666666667,59,car,387,1162,508,1296
633.9666666666667,62,car,647,1255,808,1449
633.9666666666667,65,person,541,1117,576,1196
633.9666666666667,67,motorcycle,560,1356,607,1443
633.9666666666667,74,car,0,1331,219,1709
633.9666666666667,76,car,648,1152,768,1272
633.9666666666667,80,bus,552,866,618,955
633.9666666666667,83,car,407,905,450,943
667.3333333333334,1,car,834,1848,1078,1919
667.3333333333334,2,car,0,1825,86,1919
667.3333333333334,3,bus,586,951,720,1094
667.3333333333334,4,car,273,1062,370,1163
667.3333333333334,5,car,351,1282,517,1488
667.3333333333334,7,car,708,1452,987,1807
667.3333333333334,8,car,257,1464,522,1868
667.3333333333334,11,car,414,1065,515,1174
667.3333333333334,12,bus,0,1335,219,1712
667.3333333333334,13,car,312,1004,390,1082
667.3333333333334,14,car,466,1018,543,1099
667.3333333333334,16,truck,646,1257,809,1449
667.3333333333334,17,car,141,1154,306,1329
667.3333333333334,31,car,367,933,430,1003
667.3333333333334,34,person,558,1293,612,1375
667.3333333333334,59,car,387,1164,507,1292
667.3333333333334,62,car,647,1257,808,1449
667.3333333333334,65,person,542,1134,577,1202
667.3333333333334,67,motorcycle,561,1358,610,1458
667.3333333333334,74,car,1,1332,218,1711
667.3333333333334,76,car,649,1151,768,1270
667.3333333333334,80,bus,551,865,617,955
667.3333333333334,83,car,407,906,447,942
700.7,1,car,835,1848,1078,1919
700.7,2,car,0,1827,86,1919
700.7,3,bus,586,952,720,1094
700.7,4,car,273,1062,369,1165
700.7,5,car,351,1284,517,1487
700.7,7,car,710,1452,985,1809
700.7,8,car,257,1465,523,1869
700.7,11,car,414,1064,514,1170
700.7,12,bus,0,1335,218,1712
700.7,13,car,313,1005,391,1081
700.7,14,car,466,1019,542,1098
700.7,17,car,140,1152,306,1329
700.7,31,car,367,931,431,1003
700.7,34,person,562,1302,612,1385
700.7,59,car,387,1165,507,1291
700.7,65,car,543,1134,580,1205
700.7,67,motorcycle,563,1373,609,1471
700.7,74,car,0,1333,217,1712
700.7,76,car,648,1151,767,1267
700.7,83,car,406,907,445,939
734.0666666666667,1,car,836,1848,1078,1919
734.0666666666667,2,car,0,1827,86,1919
734.0666666666667,3,bus,586,952,720,1094
734.0666666666667,4,car,274,1064,369,1166
734.0666666666667,5,car,350,1283,517,1488
734.0666666666667,7,car,710,1452,984,1809
734.0666666666667,8,car,257,1466,523,1870
734.0666666666667,11,car,414,1065,514,1170
734.0666666666667,12,bus,0,1337,217,1715
734.0666666666667,13,car,309,1005,391,1082
734.0666666666667,14,car,465,1021,542,1101
734.0666666666667,17,car,139,1152,307,1331
734.0666666666667,31,car,368,931,431,1004
734.0666666666667,34,person,559,1311,616,1404
734.0666666666667,59,car,387,1167,508,1290
734.0666666666667,65,person,543,1137,581,1202
734.0666666666667,67,motorcycle,560,1376,611,1480
734.0666666666667,74,car,0,1334,216,1715
734.0666666666667,76,car,647,1153,768,1267
734.0666666666667,83,car,407,907,446,938
734.0666666666667,16,car,646,1256,808,1450
767.4333333333334,1,car,836,1848,1077,1919
767.4333333333334,2,car,0,1828,86,1919
767.4333333333334,3,bus,586,953,720,1095
767.4333333333334,4,car,275,1064,369,1167
767.4333333333334,5,car,350,1283,518,1489
767.4333333333334,7,car,711,1453,983,1810
767.4333333333334,8,car,257,1466,524,1870
767.4333333333334,11,car,415,1067,514,1169
767.4333333333334,12,bus,0,1338,217,1716
767.4333333333334,13,car,308,1007,392,1083
767.4333333333334,14,car,465,1023,543,1102
767.4333333333334,17,car,139,1153,308,1332
767.4333333333334,31,car,368,930,431,1004
767.4333333333334,34,person,557,1316,618,1449
767.4333333333334,59,car,387,1168,508,1287
767.4333333333334,65,person,544,1143,581,1211
767.4333333333334,67,motorcycle,561,1381,612,1490
767.4333333333334,74,car,1,1335,216,1717
767.4333333333334,76,car,647,1153,768,1265
767.4333333333334,83,car,407,909,447,942
767.4333333333334,16,car,647,1256,808,1451
800.8000000000001,1,car,837,1848,1078,1919
800.8000000000001,2,car,2,1830,86,1919
800.8000000000001,3,bus,586,953,721,1096
800.8000000000001,4,car,275,1063,368,1167
800.8000000000001,5,car,350,1282,518,1489
800.8000000000001,7,car,711,1453,984,1810
800.8000000000001,8,car,257,1466,524,1870
800.8000000000001,11,car,415,1068,515,1169
800.8000000000001,12,bus,0,1339,216,1719
800.8000000000001,13,car,307,1009,394,1088
800.8000000000001,14,car,465,1023,542,1101
800.8000000000001,17,car,138,1155,308,1333
800.8000000000001,31,car,368,928,431,1004
800.8000000000001,34,person,556,1321,620,1469
800.8000000000001,59,car,388,1166,508,1285
800.8000000000001,65,person,545,1145,583,1222
800.8000000000001,67,motorcycle,561,1387,616,1497
800.8000000000001,74,car,1,1336,216,1720
800.8000000000001,76,car,647,1155,768,1265
800.8000000000001,83,car,407,909,447,944
800.8000000000001,16,car,646,1256,808,1452
834.1666666666667,1,car,838,1849,1078,1919
834.1666666666667,2,car,3,1831,87,1919
834.1666666666667,3,bus,585,953,720,1097
834.1666666666667,4,car,276,1067,366,1167
834.1666666666667,5,car,350,1281,518,1490
834.1666666666667,7,car,711,1454,984,1810
834.1666666666667,8,car,257,1466,524,1871
834.1666666666667,11,car,415,1067,514,1168
834.1666666666667,12,bus,0,1340,216,1720
834.1666666666667,13,car,310,1009,394,1086
834.1666666666667,14,car,465,1022,542,1101
834.1666666666667,17,car,138,1156,308,1333
834.1666666666667,31,car,366,929,429,1005
834.1666666666667,34,person,557,1330,621,1488
834.1666666666667,59,car,387,1166,508,1285
834.1666666666667,65,person,546,1148,585,1225
834.1666666666667,67,motorcycle,562,1395,618,1502
834.1666666666667,74,car,0,1337,216,1722
834.1666666666667,76,car,646,1156,768,1265
834.1666666666667,83,car,407,909,448,944
834.1666666666667,16,car,647,1257,809,1453
867.5333333333334,1,car,840,1850,1077,1919
867.5333333333334,2,car,3,1834,87,1919
867.5333333333334,3,bus,586,954,721,1098
867.5333333333334,4,car,275,1070,366,1167
867.5333333333334,5,car,351,1283,518,1489
867.5333333333334,7,car,711,1454,984,1810
867.5333333333334,8,car,257,1466,524,1872
867.5333333333334,11,car,415,1066,515,1169
867.5333333333334,12,bus,0,1341,216,1722
867.5333333333334,13,car,307,1009,392,1084
867.5333333333334,14,car,466,1021,541,1100
867.5333333333334,17,car,138,1156,308,1333
867.5333333333334,31,car,366,937,427,1006
867.5333333333334,34,person,558,1339,622,1496
867.5333333333334,59,car,387,1165,509,1286
867.5333333333334,65,motorcycle,547,1151,586,1223
867.5333333333334,67,motorcycle,562,1399,619,1519
867.5333333333334,74,car,1,1337,216,1724
867.5333333333334,76,car,646,1157,768,1266
867.5333333333334,83,car,406,909,449,943
867.5333333333334,16,car,649,1258,810,1454
867.5333333333334,80,bus,552,865,618,954
900.9000000000001,1,car,840,1851,1077,1919
900.9000000000001,2,car,3,1835,87,1919
900.9000000000001,3,bus,586,953,721,1097
900.9000000000001,4,car,275,1072,365,1168
900.9000000000001,5,car,352,1283,519,1488
900.9000000000001,7,car,712,1454,984,1810
900.9000000000001,8,car,258,1466,524,1872
900.9000000000001,11,car,415,1066,515,1168
900.9000000000001,12,bus,0,1341,215,1723
900.9000000000001,13,car,309,1010,391,1083
900.9000000000001,14,car,466,1020,542,1100
900.9000000000001,17,car,138,1157,308,1333
900.9000000000001,31,car,366,942,427,1006
900.9000000000001,34,person,559,1343,623,1497
900.9000000000001,59,car,387,1163,510,1287
900.9000000000001,65,person,548,1152,586,1238
900.9000000000001,67,motorcycle,563,1413,619,1530
900.9000000000001,74,car,1,1337,215,1725
900.9000000000001,76,car,645,1158,768,1266
900.9000000000001,83,car,404,908,449,945
900.9000000000001,16,car,648,1258,810,1454
900.9000000000001,80,bus,552,866,617,953
900.9000000000001,9,car,383,1165,509,1335
934.2666666666667,1,car,841,1851,1077,1919
934.2666666666667,2,car,4,1836,86,1919
934.2666666666667,3,bus,586,953,721,1097
934.2666666666667,4,car,274,1073,365,1167
934.2666666666667,5,car,352,1283,518,1488
934.2666666666667,7,car,712,1454,984,1810
934.2666666666667,8,car,258,1466,523,1871
934.2666666666667,11,car,415,1065,515,1170
934.2666666666667,12,bus,0,1341,214,1725
934.2666666666667,13,car,308,1011,391,1084
934.2666666666667,14,car,466,1018,541,1101
934.2666666666667,17,car,138,1157,308,1333
934.2666666666667,31,car,365,943,427,1007
934.2666666666667,34,person,559,1348,624,1484
934.2666666666667,59,car,387,1162,509,1286
934.2666666666667,65,person,547,1153,587,1229
934.2666666666667,67,motorcycle,565,1425,619,1540
934.2666666666667,74,car,1,1337,215,1726
934.2666666666667,76,car,645,1159,768,1266
934.2666666666667,83,car,404,909,450,947
934.2666666666667,16,car,647,1258,810,1454
934.2666666666667,80,bus,553,866,617,953
934.2666666666667,9,car,383,1165,509,1335
967.6333333333333,1,car,841,1851,1077,1919
967.6333333333333,2,car,3,1837,86,1919
967.6333333333333,3,bus,585,954,721,1100
967.6333333333333,4,car,273,1073,367,1167
967.6333333333333,5,car,352,1285,519,1488
967.6333333333333,7,car,712,1455,986,1809
967.6333333333333,8,car,258,1469,524,1872
967.6333333333333,11,car,414,1065,515,1172
967.6333333333333,12,bus,0,1341,214,1726
967.6333333333333,13,car,310,1012,390,1083
967.6333333333333,14,car,466,1017,541,1099
967.6333333333333,17,car,138,1157,309,1334
967.6333333333333,31,car,365,944,428,1008
967.6333333333333,34,person,559,1359,626,1501
967.6333333333333,59,car,386,1161,510,1290
967.6333333333333,65,person,548,1156,588,1226
967.6333333333333,67,motorcycle,564,1432,621,1549
967.6333333333333,74,car,1,1337,214,1728
967.6333333333333,76,car,645,1161,768,1267
967.6333333333333,83,car,404,910,451,950
967.6333333333333,16,car,646,1258,810,1455
967.6333333333333,80,bus,553,866,618,956
1001.0000000000001,1,car,841,1851,1078,1919
1001.0000000000001,2,car,3,1837,86,1919
1001.0000000000001,3,bus,585,953,721,1098
1001.0000000000001,4,car,272,1071,368,1167
1001.0000000000001,5,car,352,1285,518,1486
1001.0000000000001,7,car,711,1456,987,1809
1001.0000000000001,8,car,258,1469,523,1872
1001.0000000000001,11,car,414,1065,515,1174
1001.0000000000001,12,bus,0,1342,214,1726
1001.0000000000001,13,car,311,1012,391,1082
1001.0000000000001,14,car,466,1019,542,1101
1001.0000000000001,17,car,139,1156,308,1334
1001.0000000000001,31,car,364,943,428,1009
1001.0000000000001,34,person,559,1372,625,1494
1001.0000000000001,59,car,386,1160,510,1292
1001.0000000000001,65,person,546,1158,589,1235
1001.0000000000001,67,motorcycle,566,1443,620,1558
1001.0000000000001,74,car,1,1339,214,1728
1001.0000000000001,76,car,646,1159,768,1269
1001.0000000000001,83,car,404,910,452,950
1001.0000000000001,16,car,646,1259,810,1455
1001.0000000000001,80,bus,553,867,618,957
1034.3666666666666,1,car,841,1851,1078,1919
1034.3666666666666,2,car,3,1839,87,1919
1034.3666666666666,3,bus,585,953,721,1100
1034.3666666666666,4,car,273,1072,368,1168
1034.3666666666666,5,car,352,1285,518,1486
1034.3666666666666,7,car,710,1456,987,1809
1034.3666666666666,8,car,259,1469,523,1872
1034.3666666666666,11,car,415,1065,515,1176
1034.3666666666666,12,bus,0,1343,213,1727
1034.3666666666666,13,car,312,1011,391,1082
1034.3666666666666,14,car,466,1021,542,1103
1034.3666666666666,17,car,139,1155,308,1334
1034.3666666666666,31,car,361,945,427,1010
1034.3666666666666,34,person,564,1378,623,1483
1034.3666666666666,59,car,386,1160,510,1290
1034.3666666666666,65,person,546,1162,591,1237
1034.3666666666666,67,motorcycle,567,1452,620,1571
1034.3666666666666,74,car,1,1340,213,1728
1034.3666666666666,76,car,646,1159,769,1272
1034.3666666666666,83,car,404,910,454,951
1034.3666666666666,16,car,646,1259,810,1455
1034.3666666666666,80,bus,553,867,618,958
1067.7333333333333,1,car,841,1851,1078,1919
1067.7333333333333,2,car,3,1840,86,1919
1067.7333333333333,3,bus,586,953,721,1101
1067.7333333333333,4,car,272,1071,369,1168
1067.7333333333333,5,car,352,1285,518,1487
1067.7333333333333,7,car,711,1455,986,1810
1067.7333333333333,8,car,258,1469,523,1872
1067.7333333333333,11,car,415,1065,515,1175
1067.7333333333333,12,bus,0,1344,213,1728
1067.7333333333333,13,car,312,1011,391,1082
1067.7333333333333,14,car,466,1021,542,1102
1067.7333333333333,17,car,139,1154,308,1334
1067.7333333333333,31,car,360,946,427,1011
